figure	project	biological	genotype	treatment	technical	plant_no	genotype_treatment	genotype_treatment_biological	FW
R5sup1	A6	bio2	WT	BFO	1	2	WT_BFO	WT_bio2	0.0075
R5sup1	A6	bio2	WT	BFO	1	3	WT_BFO	WT_bio2	0.0203
R5sup1	A6	bio2	WT	BFO	1	4	WT_BFO	WT_bio2	0.0231
R5sup1	A6	bio2	WT	BFO	2	1	WT_BFO	WT_bio2	0.0081
R5sup1	A6	bio2	WT	BFO	2	2	WT_BFO	WT_bio2	0.0027
R5sup1	A6	bio2	WT	BFO	2	3	WT_BFO	WT_bio2	0.0209
R5sup1	A6	bio2	WT	BFO	2	4	WT_BFO	WT_bio2	0.0442
R5sup1	A6	bio2	WT	BFO	3	1	WT_BFO	WT_bio2	0.0253
R5sup1	A6	bio2	WT	BFO	3	2	WT_BFO	WT_bio2	0.0803
R5sup1	A6	bio2	WT	BFO	3	3	WT_BFO	WT_bio2	
R5sup1	A6	bio2	WT	BFO	3	4	WT_BFO	WT_bio2	
R5sup1	A6	bio2	WT	BFO	4	1	WT_BFO	WT_bio2	0.0264
R5sup1	A6	bio2	WT	BFO	4	2	WT_BFO	WT_bio2	0.0261
R5sup1	A6	bio2	WT	BFO	4	3	WT_BFO	WT_bio2	0.084
R5sup1	A6	bio2	WT	BFO	4	4	WT_BFO	WT_bio2	0.0139
R5sup1	A6	bio2	WT	BFO	5	1	WT_BFO	WT_bio2	0.0325
R5sup1	A6	bio2	WT	BFO	5	2	WT_BFO	WT_bio2	0.0174
R5sup1	A6	bio2	WT	BFO	5	3	WT_BFO	WT_bio2	0.0424
R5sup1	A6	bio2	WT	BFO	5	4	WT_BFO	WT_bio2	0.0512
R5sup1	A6	bio2	WT	BFO	6	1	WT_BFO	WT_bio2	0.0304
R5sup1	A6	bio2	WT	BFO	6	2	WT_BFO	WT_bio2	0.0326
R5sup1	A6	bio2	WT	BFO	6	3	WT_BFO	WT_bio2	0.0351
R5sup1	A6	bio2	WT	BFO	6	4	WT_BFO	WT_bio2	0.0089
R5sup1	A6	bio2	WT	BO	1	1	WT_BO	WT_bio2	0.0289
R5sup1	A6	bio2	WT	BO	1	2	WT_BO	WT_bio2	0.007
R5sup1	A6	bio2	WT	BO	1	3	WT_BO	WT_bio2	0.0333
R5sup1	A6	bio2	WT	BO	1	4	WT_BO	WT_bio2	0.0201
R5sup1	A6	bio2	WT	BO	2	1	WT_BO	WT_bio2	0.0146
R5sup1	A6	bio2	WT	BO	2	2	WT_BO	WT_bio2	0.0396
R5sup1	A6	bio2	WT	BO	2	3	WT_BO	WT_bio2	0.015
R5sup1	A6	bio2	WT	BO	2	4	WT_BO	WT_bio2	0.0204
R5sup1	A6	bio2	WT	BO	3	1	WT_BO	WT_bio2	0.0116
R5sup1	A6	bio2	WT	BO	3	2	WT_BO	WT_bio2	0.0337
R5sup1	A6	bio2	WT	BO	3	3	WT_BO	WT_bio2	
R5sup1	A6	bio2	WT	BO	3	4	WT_BO	WT_bio2	
R5sup1	A6	bio2	WT	BO	4	1	WT_BO	WT_bio2	0.0121
R5sup1	A6	bio2	WT	BO	4	2	WT_BO	WT_bio2	0.0328
R5sup1	A6	bio2	WT	BO	4	3	WT_BO	WT_bio2	0.0397
R5sup1	A6	bio2	WT	BO	4	4	WT_BO	WT_bio2	
R5sup1	A6	bio2	WT	BO	5	1	WT_BO	WT_bio2	0.0774
R5sup1	A6	bio2	WT	BO	5	2	WT_BO	WT_bio2	0.071
R5sup1	A6	bio2	WT	BO	5	3	WT_BO	WT_bio2	0.0261
R5sup1	A6	bio2	WT	BO	5	4	WT_BO	WT_bio2	0.0263
R5sup1	A6	bio2	WT	BO	6	1	WT_BO	WT_bio2	0.0048
R5sup1	A6	bio2	WT	BO	6	2	WT_BO	WT_bio2	0.0406
R5sup1	A6	bio2	WT	BO	6	3	WT_BO	WT_bio2	0.0233
R5sup1	A6	bio2	WT	BO	6	4	WT_BO	WT_bio2	0.0666
R5sup1	A6	bio2	WT	F	1	1	WT_F	WT_bio2	0.02
R5sup1	A6	bio2	WT	F	1	2	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	1	3	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	1	4	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	2	1	WT_F	WT_bio2	0.0067
R5sup1	A6	bio2	WT	F	2	2	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	2	3	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	2	4	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	3	1	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	3	2	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	3	3	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	3	4	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	4	1	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	4	2	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	4	3	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	4	4	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	5	1	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	5	2	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	5	3	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	5	4	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	6	1	WT_F	WT_bio2	0.0934
R5sup1	A6	bio2	WT	F	6	2	WT_F	WT_bio2	0.0329
R5sup1	A6	bio2	WT	F	6	3	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	F	6	4	WT_F	WT_bio2	
R5sup1	A6	bio2	WT	FO	1	1	WT_FO	WT_bio2	0.02
R5sup1	A6	bio2	WT	FO	1	2	WT_FO	WT_bio2	0.0014
R5sup1	A6	bio2	WT	FO	1	3	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	1	4	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	2	1	WT_FO	WT_bio2	0.0058
R5sup1	A6	bio2	WT	FO	2	2	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	2	3	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	2	4	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	3	1	WT_FO	WT_bio2	0.0053
R5sup1	A6	bio2	WT	FO	3	2	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	3	3	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	3	4	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	4	1	WT_FO	WT_bio2	0.0391
R5sup1	A6	bio2	WT	FO	4	2	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	4	3	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	4	4	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	5	1	WT_FO	WT_bio2	0.0062
R5sup1	A6	bio2	WT	FO	5	2	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	5	3	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	5	4	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	6	1	WT_FO	WT_bio2	0.0078
R5sup1	A6	bio2	WT	FO	6	2	WT_FO	WT_bio2	0.0021
R5sup1	A6	bio2	WT	FO	6	3	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	FO	6	4	WT_FO	WT_bio2	
R5sup1	A6	bio2	WT	O	1	1	WT_O	WT_bio2	0.025
R5sup1	A6	bio2	WT	O	1	2	WT_O	WT_bio2	0.026
R5sup1	A6	bio2	WT	O	1	3	WT_O	WT_bio2	
R5sup1	A6	bio2	WT	O	1	4	WT_O	WT_bio2	
R5sup1	A6	bio2	WT	O	2	1	WT_O	WT_bio2	0.0119
R5sup1	A6	bio2	WT	O	2	2	WT_O	WT_bio2	
R5sup1	A6	bio2	WT	O	2	3	WT_O	WT_bio2	
R5sup1	A6	bio2	WT	O	2	4	WT_O	WT_bio2	
R5sup1	A6	bio2	WT	O	3	1	WT_O	WT_bio2	0.0022
R5sup1	A6	bio2	WT	O	3	2	WT_O	WT_bio2	
R5sup1	A6	bio2	WT	O	3	3	WT_O	WT_bio2	
R5sup1	A6	bio2	WT	O	3	4	WT_O	WT_bio2	
R5sup1	A6	bio2	WT	O	4	1	WT_O	WT_bio2	0.0091
R5sup1	A6	bio2	WT	O	4	2	WT_O	WT_bio2	0.028
R5sup1	A6	bio2	WT	O	4	3	WT_O	WT_bio2	0.007
R5sup1	A6	bio2	WT	O	4	4	WT_O	WT_bio2	0.0214
R5sup1	A6	bio2	WT	O	5	1	WT_O	WT_bio2	0.0059
R5sup1	A6	bio2	WT	O	5	2	WT_O	WT_bio2	
R5sup1	A6	bio2	WT	O	5	3	WT_O	WT_bio2	
R5sup1	A6	bio2	WT	O	5	4	WT_O	WT_bio2	
R5sup1	A6	bio2	WT	O	6	1	WT_O	WT_bio2	0.0193
R5sup1	A6	bio2	WT	O	6	2	WT_O	WT_bio2	0.0051
R5sup1	A6	bio2	WT	O	6	3	WT_O	WT_bio2	0.0498
R5sup1	A6	bio2	WT	O	6	4	WT_O	WT_bio2	0.0209
R5sup1	A6	bio3	WT	B	1	1	WT_B	WT_bio3	
R5sup1	A6	bio3	WT	B	1	2	WT_B	WT_bio3	
R5sup1	A6	bio3	WT	B	1	3	WT_B	WT_bio3	
R5sup1	A6	bio3	WT	B	1	4	WT_B	WT_bio3	
R5sup1	A6	bio3	WT	B	2	1	WT_B	WT_bio3	
R5sup1	A6	bio3	WT	B	2	2	WT_B	WT_bio3	
R5sup1	A6	bio3	WT	B	2	3	WT_B	WT_bio3	
R5sup1	A6	bio3	WT	B	2	4	WT_B	WT_bio3	
R5sup1	A6	bio3	WT	B	3	1	WT_B	WT_bio3	0.0178
R5sup1	A6	bio3	WT	B	3	2	WT_B	WT_bio3	0.2018
R5sup1	A6	bio3	WT	B	3	3	WT_B	WT_bio3	
R5sup1	A6	bio3	WT	B	3	4	WT_B	WT_bio3	
R5sup1	A6	bio3	WT	B	4	1	WT_B	WT_bio3	0.0038
R5sup1	A6	bio3	WT	B	4	2	WT_B	WT_bio3	0.0898
R5sup1	A6	bio3	WT	B	4	3	WT_B	WT_bio3	0.0283
R5sup1	A6	bio3	WT	B	4	4	WT_B	WT_bio3	0.0068
R5sup1	A6	bio3	WT	B	5	1	WT_B	WT_bio3	0.0122
R5sup1	A6	bio3	WT	B	5	2	WT_B	WT_bio3	
R5sup1	A6	bio3	WT	B	5	3	WT_B	WT_bio3	
R5sup1	A6	bio3	WT	B	5	4	WT_B	WT_bio3	
R5sup1	A6	bio3	WT	B	6	1	WT_B	WT_bio3	0.0284
R5sup1	A6	bio3	WT	B	6	2	WT_B	WT_bio3	0.0358
R5sup1	A6	bio3	WT	B	6	3	WT_B	WT_bio3	0.062
R5sup1	A6	bio3	WT	B	6	4	WT_B	WT_bio3	0.0788
R5sup1	A6	bio3	WT	BF	1	1	WT_BF	WT_bio3	0.0041
R5sup1	A6	bio3	WT	BF	1	2	WT_BF	WT_bio3	0.0155
R5sup1	A6	bio3	WT	BF	1	3	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	1	4	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	2	1	WT_BF	WT_bio3	0.0265
R5sup1	A6	bio3	WT	BF	2	2	WT_BF	WT_bio3	0.0027
R5sup1	A6	bio3	WT	BF	2	3	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	2	4	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	3	1	WT_BF	WT_bio3	0.0224
R5sup1	A6	bio3	WT	BF	3	2	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	3	3	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	3	4	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	4	1	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	4	2	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	4	3	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	4	4	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	5	1	WT_BF	WT_bio3	0.1032
R5sup1	A6	bio3	WT	BF	5	2	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	5	3	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	5	4	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	6	1	WT_BF	WT_bio3	0.0334
R5sup1	A6	bio3	WT	BF	6	2	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	6	3	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BF	6	4	WT_BF	WT_bio3	
R5sup1	A6	bio3	WT	BFO	1	1	WT_BFO	WT_bio3	0.0439
R5sup1	A6	bio3	WT	BFO	1	2	WT_BFO	WT_bio3	
R5sup1	A6	bio3	WT	BFO	1	3	WT_BFO	WT_bio3	
R5sup1	A6	bio3	WT	BFO	1	4	WT_BFO	WT_bio3	
R5sup1	A6	bio3	WT	BFO	2	1	WT_BFO	WT_bio3	0.0064
R5sup1	A6	bio3	WT	BFO	2	2	WT_BFO	WT_bio3	
R5sup1	A6	bio3	WT	BFO	2	3	WT_BFO	WT_bio3	
R5sup1	A6	bio3	WT	BFO	2	4	WT_BFO	WT_bio3	
R5sup1	A6	bio3	WT	BFO	3	1	WT_BFO	WT_bio3	0.0083
R5sup1	A6	bio3	WT	BFO	3	2	WT_BFO	WT_bio3	0.0212
R5sup1	A6	bio3	WT	BFO	3	3	WT_BFO	WT_bio3	0.1218
R5sup1	A6	bio3	WT	BFO	3	4	WT_BFO	WT_bio3	
R5sup1	A6	bio3	WT	BFO	4	1	WT_BFO	WT_bio3	0.0307
R5sup1	A6	bio3	WT	BFO	4	2	WT_BFO	WT_bio3	0.0161
R5sup1	A6	bio3	WT	BFO	4	3	WT_BFO	WT_bio3	
R5sup1	A6	bio3	WT	BFO	4	4	WT_BFO	WT_bio3	
R5sup1	A6	bio3	WT	BFO	5	1	WT_BFO	WT_bio3	0.0061
R5sup1	A6	bio3	WT	BFO	5	2	WT_BFO	WT_bio3	0.0352
R5sup1	A6	bio3	WT	BFO	5	3	WT_BFO	WT_bio3	0.0355
R5sup1	A6	bio3	WT	BFO	5	4	WT_BFO	WT_bio3	
R5sup1	A6	bio3	WT	BFO	6	1	WT_BFO	WT_bio3	0.1127
R5sup1	A6	bio3	WT	BFO	6	2	WT_BFO	WT_bio3	
R5sup1	A6	bio3	WT	BFO	6	3	WT_BFO	WT_bio3	
R5sup1	A6	bio3	WT	BFO	6	4	WT_BFO	WT_bio3	
R5sup1	A6	bio3	WT	BO	1	1	WT_BO	WT_bio3	0.0197
R5sup1	A6	bio3	WT	BO	1	2	WT_BO	WT_bio3	0.0321
R5sup1	A6	bio3	WT	BO	1	3	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	1	4	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	2	1	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	2	2	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	2	3	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	2	4	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	3	1	WT_BO	WT_bio3	0.0122
R5sup1	A6	bio3	WT	BO	3	2	WT_BO	WT_bio3	0.0376
R5sup1	A6	bio3	WT	BO	3	3	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	3	4	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	4	1	WT_BO	WT_bio3	0.0652
R5sup1	A6	bio3	WT	BO	4	2	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	4	3	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	4	4	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	5	1	WT_BO	WT_bio3	0.0196
R5sup1	A6	bio3	WT	BO	5	2	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	5	3	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	5	4	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	6	1	WT_BO	WT_bio3	0.0793
R5sup1	A6	bio3	WT	BO	6	2	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	6	3	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	BO	6	4	WT_BO	WT_bio3	
R5sup1	A6	bio3	WT	F	1	1	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	1	2	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	1	3	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	1	4	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	2	1	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	2	2	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	2	3	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	2	4	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	3	1	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	3	2	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	3	3	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	3	4	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	4	1	WT_F	WT_bio3	0.0045
R5sup1	A6	bio3	WT	F	4	2	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	4	3	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	4	4	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	5	1	WT_F	WT_bio3	0.2022
R5sup1	A6	bio3	WT	F	5	2	WT_F	WT_bio3	0.056
R5sup1	A6	bio3	WT	F	5	3	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	5	4	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	6	1	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	6	2	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	6	3	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	F	6	4	WT_F	WT_bio3	
R5sup1	A6	bio3	WT	FO	1	1	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	1	2	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	1	3	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	1	4	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	2	1	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	2	2	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	2	3	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	2	4	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	3	1	WT_FO	WT_bio3	0.0088
R5sup1	A6	bio3	WT	FO	3	2	WT_FO	WT_bio3	0.0104
R5sup1	A6	bio3	WT	FO	3	3	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	3	4	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	4	1	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	4	2	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	4	3	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	4	4	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	5	1	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	5	2	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	5	3	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	5	4	WT_FO	WT_bio3	
R5sup1	A6	bio3	WT	FO	6	1	WT_FO	WT_bio3	0
R5sup1	A6	bio3	WT	FO	6	2	WT_FO	WT_bio3	0
R5sup1	A6	bio3	WT	FO	6	3	WT_FO	WT_bio3	0.0347
R5sup1	A6	bio3	WT	FO	6	4	WT_FO	WT_bio3	
