experiment	biological	microbes	genotype	technical	plant_nr	genotype_microbes	genotype_microbes_graph	FW
A1	bio4	BF	efrfls2cerk1	tech4	4	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0258
A1	bio4	BF	efrfls2cerk1	tech5	1	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0378
A1	bio4	BF	efrfls2cerk1	tech5	2	efrfls2cerk1_BF	defrfls2cerk1_BF	0.021
A1	bio4	BF	efrfls2cerk1	tech5	3	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0372
A1	bio4	BF	efrfls2cerk1	tech5	4	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0225
A1	bio4	BF	efrfls2cerk1	tech6	1	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0471
A1	bio4	BF	efrfls2cerk1	tech6	2	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0465
A1	bio4	BF	efrfls2cerk1	tech6	3	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0437
A1	bio4	BF	efrfls2cerk1	tech6	4	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0305
A1	bio4	BF	bak1bkk1	tech1	1	bak1bkk1_BF	bbak1bkk1_BF	0.0372
A1	bio4	BF	bak1bkk1	tech1	2	bak1bkk1_BF	bbak1bkk1_BF	0.0239
A1	bio4	BF	bak1bkk1	tech1	3	bak1bkk1_BF	bbak1bkk1_BF	0.0176
A1	bio4	BF	bak1bkk1	tech1	4	bak1bkk1_BF	bbak1bkk1_BF	0.0897
A1	bio4	BF	bak1bkk1	tech2	1	bak1bkk1_BF	bbak1bkk1_BF	0.0288
A1	bio4	BF	bak1bkk1	tech2	2	bak1bkk1_BF	bbak1bkk1_BF	0.0293
A1	bio4	BF	bak1bkk1	tech2	3	bak1bkk1_BF	bbak1bkk1_BF	0.0219
A1	bio4	BF	bak1bkk1	tech2	4	bak1bkk1_BF	bbak1bkk1_BF	
A1	bio4	BF	bak1bkk1	tech3	1	bak1bkk1_BF	bbak1bkk1_BF	0.0415
A1	bio4	BF	bak1bkk1	tech3	2	bak1bkk1_BF	bbak1bkk1_BF	0.0288
A1	bio4	BF	bak1bkk1	tech3	3	bak1bkk1_BF	bbak1bkk1_BF	0.0126
A1	bio4	BF	bak1bkk1	tech3	4	bak1bkk1_BF	bbak1bkk1_BF	0.0181
A1	bio4	BF	bak1bkk1	tech4	1	bak1bkk1_BF	bbak1bkk1_BF	0.0476
A1	bio4	BF	bak1bkk1	tech4	2	bak1bkk1_BF	bbak1bkk1_BF	0.0297
A1	bio4	BF	bak1bkk1	tech4	3	bak1bkk1_BF	bbak1bkk1_BF	0.049
A1	bio4	BF	bak1bkk1	tech4	4	bak1bkk1_BF	bbak1bkk1_BF	0.0265
A1	bio4	BF	bak1bkk1	tech5	1	bak1bkk1_BF	bbak1bkk1_BF	0.0314
A1	bio4	BF	bak1bkk1	tech5	2	bak1bkk1_BF	bbak1bkk1_BF	0.0181
A1	bio4	BF	bak1bkk1	tech5	3	bak1bkk1_BF	bbak1bkk1_BF	0.0301
A1	bio4	BF	bak1bkk1	tech5	4	bak1bkk1_BF	bbak1bkk1_BF	0.0247
A1	bio4	BF	bak1bkk1	tech6	1	bak1bkk1_BF	bbak1bkk1_BF	0.0417
A1	bio4	BF	bak1bkk1	tech6	2	bak1bkk1_BF	bbak1bkk1_BF	0.0192
A1	bio4	BF	bak1bkk1	tech6	3	bak1bkk1_BF	bbak1bkk1_BF	0.0154
A1	bio4	BF	bak1bkk1	tech6	4	bak1bkk1_BF	bbak1bkk1_BF	0.0219
A1	bio4	BF	cyp79b2b3	tech1	1	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech1	2	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech1	3	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech1	4	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech2	1	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech2	2	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech2	3	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech2	4	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech3	1	cyp79b2b3_BF	fcyp79b2b3_BF	0.0274
A1	bio4	BF	cyp79b2b3	tech3	2	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech3	3	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech3	4	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech4	1	cyp79b2b3_BF	fcyp79b2b3_BF	0.0305
A1	bio4	BF	cyp79b2b3	tech4	2	cyp79b2b3_BF	fcyp79b2b3_BF	0.0174
A1	bio4	BF	cyp79b2b3	tech4	3	cyp79b2b3_BF	fcyp79b2b3_BF	0.0189
A1	bio4	BF	cyp79b2b3	tech4	4	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech5	1	cyp79b2b3_BF	fcyp79b2b3_BF	0.0497
A1	bio4	BF	cyp79b2b3	tech5	2	cyp79b2b3_BF	fcyp79b2b3_BF	0.0654
A1	bio4	BF	cyp79b2b3	tech5	3	cyp79b2b3_BF	fcyp79b2b3_BF	0.0513
A1	bio4	BF	cyp79b2b3	tech5	4	cyp79b2b3_BF	fcyp79b2b3_BF	0.011
A1	bio4	BF	cyp79b2b3	tech6	1	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech6	2	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech6	3	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	cyp79b2b3	tech6	4	cyp79b2b3_BF	fcyp79b2b3_BF	
A1	bio4	BF	deps	tech1	1	deps_BF	jdeps_BF	0.01
A1	bio4	BF	deps	tech1	2	deps_BF	jdeps_BF	0.032
A1	bio4	BF	deps	tech1	3	deps_BF	jdeps_BF	
A1	bio4	BF	deps	tech1	4	deps_BF	jdeps_BF	
A1	bio4	BF	deps	tech2	1	deps_BF	jdeps_BF	0.0251
A1	bio4	BF	deps	tech2	2	deps_BF	jdeps_BF	0.052
A1	bio4	BF	deps	tech2	3	deps_BF	jdeps_BF	0.0348
A1	bio4	BF	deps	tech2	4	deps_BF	jdeps_BF	
A1	bio4	BF	deps	tech3	1	deps_BF	jdeps_BF	0.0089
A1	bio4	BF	deps	tech3	2	deps_BF	jdeps_BF	0.0101
A1	bio4	BF	deps	tech3	3	deps_BF	jdeps_BF	
A1	bio4	BF	deps	tech3	4	deps_BF	jdeps_BF	
A1	bio4	BF	deps	tech4	1	deps_BF	jdeps_BF	0.0165
A1	bio4	BF	deps	tech4	2	deps_BF	jdeps_BF	0.0192
A1	bio4	BF	deps	tech4	3	deps_BF	jdeps_BF	0.0464
A1	bio4	BF	deps	tech4	4	deps_BF	jdeps_BF	0.014
A1	bio4	BF	deps	tech5	1	deps_BF	jdeps_BF	0.1577
A1	bio4	BF	deps	tech5	2	deps_BF	jdeps_BF	0.0613
A1	bio4	BF	deps	tech5	3	deps_BF	jdeps_BF	0.0218
A1	bio4	BF	deps	tech5	4	deps_BF	jdeps_BF	0.0226
A1	bio4	BF	deps	tech6	1	deps_BF	jdeps_BF	0.023
A1	bio4	BF	deps	tech6	2	deps_BF	jdeps_BF	0.0697
A1	bio4	BF	deps	tech6	3	deps_BF	jdeps_BF	0.0516
A1	bio4	BF	deps	tech6	4	deps_BF	jdeps_BF	0.0209
A1	bio4	BF	quin	tech1	1	quin_BF	gquin_BF	
A1	bio4	BF	quin	tech1	2	quin_BF	gquin_BF	
A1	bio4	BF	quin	tech1	3	quin_BF	gquin_BF	
A1	bio4	BF	quin	tech1	4	quin_BF	gquin_BF	
A1	bio4	BF	quin	tech2	1	quin_BF	gquin_BF	0.0312
A1	bio4	BF	quin	tech2	2	quin_BF	gquin_BF	
A1	bio4	BF	quin	tech2	3	quin_BF	gquin_BF	
A1	bio4	BF	quin	tech2	4	quin_BF	gquin_BF	
A1	bio4	BF	quin	tech3	1	quin_BF	gquin_BF	0.0078
A1	bio4	BF	quin	tech3	2	quin_BF	gquin_BF	0.0244
A1	bio4	BF	quin	tech3	3	quin_BF	gquin_BF	
A1	bio4	BF	quin	tech3	4	quin_BF	gquin_BF	
A1	bio4	BF	quin	tech4	1	quin_BF	gquin_BF	0.0292
A1	bio4	BF	quin	tech4	2	quin_BF	gquin_BF	0.0558
A1	bio4	BF	quin	tech4	3	quin_BF	gquin_BF	0.0447
A1	bio4	BF	quin	tech4	4	quin_BF	gquin_BF	0.0271
A1	bio4	BF	quin	tech5	1	quin_BF	gquin_BF	0.0578
A1	bio4	BF	quin	tech5	2	quin_BF	gquin_BF	0.0122
A1	bio4	BF	quin	tech5	3	quin_BF	gquin_BF	0.0218
A1	bio4	BF	quin	tech5	4	quin_BF	gquin_BF	
A1	bio4	BF	quin	tech6	1	quin_BF	gquin_BF	
A1	bio4	BF	quin	tech6	2	quin_BF	gquin_BF	
A1	bio4	BF	quin	tech6	3	quin_BF	gquin_BF	
A1	bio4	BF	quin	tech6	4	quin_BF	gquin_BF	
A1	bio4	BF	pad4	tech1	1	pad4_BF	kpad4_BF	0.0456
A1	bio4	BF	pad4	tech1	2	pad4_BF	kpad4_BF	0.0373
A1	bio4	BF	pad4	tech1	3	pad4_BF	kpad4_BF	0.018
A1	bio4	BF	pad4	tech1	4	pad4_BF	kpad4_BF	
A1	bio4	BF	pad4	tech2	1	pad4_BF	kpad4_BF	0.0484
A1	bio4	BF	pad4	tech2	2	pad4_BF	kpad4_BF	0.049
A1	bio4	BF	pad4	tech2	3	pad4_BF	kpad4_BF	0.036
A1	bio4	BF	pad4	tech2	4	pad4_BF	kpad4_BF	0.0673
A1	bio4	BF	pad4	tech3	1	pad4_BF	kpad4_BF	0.0459
A1	bio4	BF	pad4	tech3	2	pad4_BF	kpad4_BF	0.0387
A1	bio4	BF	pad4	tech3	3	pad4_BF	kpad4_BF	0.0319
A1	bio4	BF	pad4	tech3	4	pad4_BF	kpad4_BF	0.0403
A1	bio4	BF	pad4	tech4	1	pad4_BF	kpad4_BF	0.0249
A1	bio4	BF	pad4	tech4	2	pad4_BF	kpad4_BF	0.0552
A1	bio4	BF	pad4	tech4	3	pad4_BF	kpad4_BF	0.0704
A1	bio4	BF	pad4	tech4	4	pad4_BF	kpad4_BF	0.066
A1	bio4	BF	pad4	tech5	1	pad4_BF	kpad4_BF	0.0426
A1	bio4	BF	pad4	tech5	2	pad4_BF	kpad4_BF	0.0458
A1	bio4	BF	pad4	tech5	3	pad4_BF	kpad4_BF	0.0284
A1	bio4	BF	pad4	tech5	4	pad4_BF	kpad4_BF	0.0299
A1	bio4	BF	pad4	tech6	1	pad4_BF	kpad4_BF	0.0552
A1	bio4	BF	pad4	tech6	2	pad4_BF	kpad4_BF	0.0217
A1	bio4	BF	pad4	tech6	3	pad4_BF	kpad4_BF	0.0402
A1	bio4	BF	pad4	tech6	4	pad4_BF	kpad4_BF	
A1	bio4	BF	rar1	tech1	1	rar1_BF	prar1_BF	0.0406
A1	bio4	BF	rar1	tech1	2	rar1_BF	prar1_BF	0.0686
A1	bio4	BF	rar1	tech1	3	rar1_BF	prar1_BF	0.0259
A1	bio4	BF	rar1	tech1	4	rar1_BF	prar1_BF	0.0426
A1	bio4	BF	rar1	tech2	1	rar1_BF	prar1_BF	0.0774
A1	bio4	BF	rar1	tech2	2	rar1_BF	prar1_BF	0.056
A1	bio4	BF	rar1	tech2	3	rar1_BF	prar1_BF	0.0519
A1	bio4	BF	rar1	tech2	4	rar1_BF	prar1_BF	0.0387
A1	bio4	BF	rar1	tech3	1	rar1_BF	prar1_BF	0.024
A1	bio4	BF	rar1	tech3	2	rar1_BF	prar1_BF	0.0178
A1	bio4	BF	rar1	tech3	3	rar1_BF	prar1_BF	0.0274
A1	bio4	BF	rar1	tech3	4	rar1_BF	prar1_BF	0.0371
A1	bio4	BF	rar1	tech4	1	rar1_BF	prar1_BF	0.0228
A1	bio4	BF	rar1	tech4	2	rar1_BF	prar1_BF	0.0282
A1	bio4	BF	rar1	tech4	3	rar1_BF	prar1_BF	0.037
A1	bio4	BF	rar1	tech4	4	rar1_BF	prar1_BF	0.0196
A1	bio4	BF	rar1	tech5	1	rar1_BF	prar1_BF	0.0266
A1	bio4	BF	rar1	tech5	2	rar1_BF	prar1_BF	0.0384
A1	bio4	BF	rar1	tech5	3	rar1_BF	prar1_BF	0.022
A1	bio4	BF	rar1	tech5	4	rar1_BF	prar1_BF	0.0193
A1	bio4	BF	rar1	tech6	1	rar1_BF	prar1_BF	0.0094
A1	bio4	BF	rar1	tech6	2	rar1_BF	prar1_BF	0.0202
A1	bio4	BF	rar1	tech6	3	rar1_BF	prar1_BF	0.0234
A1	bio4	BF	rar1	tech6	4	rar1_BF	prar1_BF	0.0079
A1	bio4	no	1aWT	tech1	1	1aWT_no	a1aWT_no	0.0266
A1	bio4	no	1aWT	tech1	2	1aWT_no	a1aWT_no	0.0179
A1	bio4	no	1aWT	tech1	3	1aWT_no	a1aWT_no	0.0079
A1	bio4	no	1aWT	tech1	4	1aWT_no	a1aWT_no	0.0134
A1	bio4	no	1aWT	tech2	1	1aWT_no	a1aWT_no	0.0417
A1	bio4	no	1aWT	tech2	2	1aWT_no	a1aWT_no	0.0322
A1	bio4	no	1aWT	tech2	3	1aWT_no	a1aWT_no	0.0141
A1	bio4	no	1aWT	tech2	4	1aWT_no	a1aWT_no	0.0136
A1	bio4	no	1aWT	tech3	1	1aWT_no	a1aWT_no	0.0192
A1	bio4	no	1aWT	tech3	2	1aWT_no	a1aWT_no	0.0142
A1	bio4	no	1aWT	tech3	3	1aWT_no	a1aWT_no	0.0286
A1	bio4	no	1aWT	tech3	4	1aWT_no	a1aWT_no	0.0182
A1	bio4	no	1aWT	tech4	1	1aWT_no	a1aWT_no	0.0171
A1	bio4	no	1aWT	tech4	2	1aWT_no	a1aWT_no	0.0177
A1	bio4	no	1aWT	tech4	3	1aWT_no	a1aWT_no	0.0056
A1	bio4	no	1aWT	tech4	4	1aWT_no	a1aWT_no	0.0461
A1	bio4	no	1aWT	tech5	1	1aWT_no	a1aWT_no	0.0188
A1	bio4	no	1aWT	tech5	2	1aWT_no	a1aWT_no	0.0238
A1	bio4	no	1aWT	tech5	3	1aWT_no	a1aWT_no	0.0163
A1	bio4	no	1aWT	tech5	4	1aWT_no	a1aWT_no	0.0169
A1	bio4	no	1aWT	tech6	1	1aWT_no	a1aWT_no	0.0287
A1	bio4	no	1aWT	tech6	2	1aWT_no	a1aWT_no	0.0097
A1	bio4	no	1aWT	tech6	3	1aWT_no	a1aWT_no	0.0258
A1	bio4	no	1aWT	tech6	4	1aWT_no	a1aWT_no	0.0242
A1	bio4	no	kai2	tech1	1	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech1	2	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech1	3	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech1	4	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech2	1	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech2	2	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech2	3	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech2	4	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech3	1	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech3	2	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech3	3	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech3	4	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech4	1	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech4	2	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech4	3	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech4	4	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech5	1	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech5	2	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech5	3	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech5	4	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech6	1	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech6	2	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech6	3	kai2_no	qkai2_no	
A1	bio4	no	kai2	tech6	4	kai2_no	qkai2_no	
A1	bio4	no	wrky3340	tech1	1	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech1	2	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech1	3	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech1	4	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech2	1	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech2	2	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech2	3	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech2	4	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech3	1	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech3	2	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech3	3	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech3	4	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech4	1	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech4	2	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech4	3	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech4	4	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech5	1	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech5	2	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech5	3	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech5	4	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech6	1	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech6	2	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech6	3	wrky3340_no	hwrky3340_no	
A1	bio4	no	wrky3340	tech6	4	wrky3340_no	hwrky3340_no	
A1	bio4	no	efrfls2cerk1	tech1	1	efrfls2cerk1_no	efrfls2cerk1_no	0.042
A1	bio4	no	efrfls2cerk1	tech1	2	efrfls2cerk1_no	efrfls2cerk1_no	0.0202
A1	bio4	no	efrfls2cerk1	tech1	3	efrfls2cerk1_no	efrfls2cerk1_no	0.0297
A1	bio4	no	efrfls2cerk1	tech1	4	efrfls2cerk1_no	efrfls2cerk1_no	0.0182
A1	bio4	no	efrfls2cerk1	tech2	1	efrfls2cerk1_no	efrfls2cerk1_no	0.0298
A1	bio4	no	efrfls2cerk1	tech2	2	efrfls2cerk1_no	efrfls2cerk1_no	0.0197
A1	bio4	no	efrfls2cerk1	tech2	3	efrfls2cerk1_no	efrfls2cerk1_no	0.0073
A1	bio4	no	efrfls2cerk1	tech2	4	efrfls2cerk1_no	efrfls2cerk1_no	0.0108
A1	bio4	no	efrfls2cerk1	tech3	1	efrfls2cerk1_no	efrfls2cerk1_no	0.0233
A1	bio4	no	efrfls2cerk1	tech3	2	efrfls2cerk1_no	efrfls2cerk1_no	0.0347
A1	bio4	no	efrfls2cerk1	tech3	3	efrfls2cerk1_no	efrfls2cerk1_no	0.0129
A1	bio4	no	efrfls2cerk1	tech3	4	efrfls2cerk1_no	efrfls2cerk1_no	0.0109
A1	bio4	no	efrfls2cerk1	tech4	1	efrfls2cerk1_no	efrfls2cerk1_no	0.0275
A1	bio4	no	efrfls2cerk1	tech4	2	efrfls2cerk1_no	efrfls2cerk1_no	0.0252
A1	bio4	no	efrfls2cerk1	tech4	3	efrfls2cerk1_no	efrfls2cerk1_no	0.0435
A1	bio4	no	efrfls2cerk1	tech4	4	efrfls2cerk1_no	efrfls2cerk1_no	0.0122
A1	bio4	no	efrfls2cerk1	tech5	1	efrfls2cerk1_no	efrfls2cerk1_no	0.0248
A1	bio4	no	efrfls2cerk1	tech5	2	efrfls2cerk1_no	efrfls2cerk1_no	0.0453
A1	bio4	no	efrfls2cerk1	tech5	3	efrfls2cerk1_no	efrfls2cerk1_no	0.0338
A1	bio4	no	efrfls2cerk1	tech5	4	efrfls2cerk1_no	efrfls2cerk1_no	0.0137
A1	bio4	no	efrfls2cerk1	tech6	1	efrfls2cerk1_no	efrfls2cerk1_no	0.0149
A1	bio4	no	efrfls2cerk1	tech6	2	efrfls2cerk1_no	efrfls2cerk1_no	0.0303
A1	bio4	no	efrfls2cerk1	tech6	3	efrfls2cerk1_no	efrfls2cerk1_no	0.0417
A1	bio4	no	efrfls2cerk1	tech6	4	efrfls2cerk1_no	efrfls2cerk1_no	0.0139
A1	bio4	no	bak1bkk1	tech1	1	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech1	2	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech1	3	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech1	4	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech2	1	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech2	2	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech2	3	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech2	4	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech3	1	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech3	2	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech3	3	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech3	4	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech4	1	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech4	2	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech4	3	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech4	4	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech5	1	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech5	2	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech5	3	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech5	4	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech6	1	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech6	2	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech6	3	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	bak1bkk1	tech6	4	bak1bkk1_no	bak1bkk1_no	
A1	bio4	no	cyp79b2b3	tech1	1	cyp79b2b3_no	fcyp79b2b3_no	0.0218
A1	bio4	no	cyp79b2b3	tech1	2	cyp79b2b3_no	fcyp79b2b3_no	0.0136
A1	bio4	no	cyp79b2b3	tech1	3	cyp79b2b3_no	fcyp79b2b3_no	0.0156
A1	bio4	no	cyp79b2b3	tech1	4	cyp79b2b3_no	fcyp79b2b3_no	0.0162
A1	bio4	no	cyp79b2b3	tech2	1	cyp79b2b3_no	fcyp79b2b3_no	0.0233
A1	bio4	no	cyp79b2b3	tech2	2	cyp79b2b3_no	fcyp79b2b3_no	0.0216
A1	bio4	no	cyp79b2b3	tech2	3	cyp79b2b3_no	fcyp79b2b3_no	0.0231
A1	bio4	no	cyp79b2b3	tech2	4	cyp79b2b3_no	fcyp79b2b3_no	0.0199
A1	bio4	no	cyp79b2b3	tech3	1	cyp79b2b3_no	fcyp79b2b3_no	0.0193
A1	bio4	no	cyp79b2b3	tech3	2	cyp79b2b3_no	fcyp79b2b3_no	0.0185
A1	bio4	no	cyp79b2b3	tech3	3	cyp79b2b3_no	fcyp79b2b3_no	0.0195
A1	bio4	no	cyp79b2b3	tech3	4	cyp79b2b3_no	fcyp79b2b3_no	0.0191
A1	bio4	no	cyp79b2b3	tech4	1	cyp79b2b3_no	fcyp79b2b3_no	0.025
A1	bio4	no	cyp79b2b3	tech4	2	cyp79b2b3_no	fcyp79b2b3_no	0.0286
A1	bio4	no	cyp79b2b3	tech4	3	cyp79b2b3_no	fcyp79b2b3_no	0.0234
A1	bio4	no	cyp79b2b3	tech4	4	cyp79b2b3_no	fcyp79b2b3_no	0.0203
A1	bio4	no	cyp79b2b3	tech5	1	cyp79b2b3_no	fcyp79b2b3_no	0.0191
A1	bio4	no	cyp79b2b3	tech5	2	cyp79b2b3_no	fcyp79b2b3_no	0.0186
A1	bio4	no	cyp79b2b3	tech5	3	cyp79b2b3_no	fcyp79b2b3_no	0.0197
A1	bio4	no	cyp79b2b3	tech5	4	cyp79b2b3_no	fcyp79b2b3_no	0.0137
A1	bio4	no	cyp79b2b3	tech6	1	cyp79b2b3_no	fcyp79b2b3_no	0.0286
A1	bio4	no	cyp79b2b3	tech6	2	cyp79b2b3_no	fcyp79b2b3_no	0.0266
A1	bio4	no	cyp79b2b3	tech6	3	cyp79b2b3_no	fcyp79b2b3_no	0.0342
A1	bio4	no	cyp79b2b3	tech6	4	cyp79b2b3_no	fcyp79b2b3_no	0.0193
A1	bio4	no	deps	tech1	1	deps_no	jdeps_no	0.0112
A1	bio4	no	deps	tech1	2	deps_no	jdeps_no	0.0288
A1	bio4	no	deps	tech1	3	deps_no	jdeps_no	0.0262
A1	bio4	no	deps	tech1	4	deps_no	jdeps_no	0.0284
A1	bio4	no	deps	tech2	1	deps_no	jdeps_no	0.0469
A1	bio4	no	deps	tech2	2	deps_no	jdeps_no	0.031
A1	bio4	no	deps	tech2	3	deps_no	jdeps_no	0.0212
A1	bio4	no	deps	tech2	4	deps_no	jdeps_no	0.0245
A1	bio4	no	deps	tech3	1	deps_no	jdeps_no	0.0407
A1	bio4	no	deps	tech3	2	deps_no	jdeps_no	0.0181
A1	bio4	no	deps	tech3	3	deps_no	jdeps_no	0.0304
A1	bio4	no	deps	tech3	4	deps_no	jdeps_no	0.0121
A1	bio4	no	deps	tech4	1	deps_no	jdeps_no	0.007
A1	bio4	no	deps	tech4	2	deps_no	jdeps_no	0.0206
A1	bio4	no	deps	tech4	3	deps_no	jdeps_no	0.0162
A1	bio4	no	deps	tech4	4	deps_no	jdeps_no	0.0052
A1	bio4	no	deps	tech5	1	deps_no	jdeps_no	0.0122
A1	bio4	no	deps	tech5	2	deps_no	jdeps_no	0.0216
A1	bio4	no	deps	tech5	3	deps_no	jdeps_no	0.0183
A1	bio4	no	deps	tech5	4	deps_no	jdeps_no	0.0206
A1	bio4	no	deps	tech6	1	deps_no	jdeps_no	0.0113
A1	bio4	no	deps	tech6	2	deps_no	jdeps_no	
A1	bio4	no	deps	tech6	3	deps_no	jdeps_no	
A1	bio4	no	deps	tech6	4	deps_no	jdeps_no	
A1	bio4	no	quin	tech1	1	quin_no	gquin_no	0.0249
A1	bio4	no	quin	tech1	2	quin_no	gquin_no	0.0351
A1	bio4	no	quin	tech1	3	quin_no	gquin_no	0.0207
A1	bio4	no	quin	tech1	4	quin_no	gquin_no	0.0218
A1	bio4	no	quin	tech2	1	quin_no	gquin_no	0.0236
A1	bio4	no	quin	tech2	2	quin_no	gquin_no	0.0224
