barcode_name	library	experiment	biological	time_point	genotype	compartment	technical	library_type	genotype_compartment	genotype_time_point	compartment_time_point	genotype_compartment_time_point	experiment_biological	Description
GR5B2bio1tp235SBRIendophytestech1oomycetes	ITS1o_37	GR5	B2	bio1	tp2	35SBRI	endophytes	tech1	oomycetes	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio1	GR5B2bio1tp235SBRIendophytestech1oomycetes
GR5B2bio1tp235SBRIendophytestech2oomycetes	ITS1o_38	GR5	B2	bio1	tp2	35SBRI	endophytes	tech2	oomycetes	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio1	GR5B2bio1tp235SBRIendophytestech2oomycetes
GR5B2bio1tp235SBRIendophytestech3oomycetes	ITS1o_39	GR5	B2	bio1	tp2	35SBRI	endophytes	tech3	oomycetes	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio1	GR5B2bio1tp235SBRIendophytestech3oomycetes
GR5B2bio1tp235SBRIendophytestech4oomycetes	ITS1o_40	GR5	B2	bio1	tp2	35SBRI	endophytes	tech4	oomycetes	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio1	GR5B2bio1tp235SBRIendophytestech4oomycetes
GR5B2bio2tp2WT_newendophytestech1oomycetes	ITS1o_49	GR5	B2	bio2	tp2	WT_new	endophytes	tech1	oomycetes	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio2	GR5B2bio2tp2WT_newendophytestech1oomycetes
GR5B2bio2tp2WT_newendophytestech2oomycetes	ITS1o_50	GR5	B2	bio2	tp2	WT_new	endophytes	tech2	oomycetes	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio2	GR5B2bio2tp2WT_newendophytestech2oomycetes
GR5B2bio2tp2WT_newendophytestech3oomycetes	ITS1o_51	GR5	B2	bio2	tp2	WT_new	endophytes	tech3	oomycetes	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio2	GR5B2bio2tp2WT_newendophytestech3oomycetes
GR5B2bio2tp2WT_newendophytestech4oomycetes	ITS1o_52	GR5	B2	bio2	tp2	WT_new	endophytes	tech4	oomycetes	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio2	GR5B2bio2tp2WT_newendophytestech4oomycetes
GR5B2bio2tp2wrky33endophytestech1oomycetes	ITS1o_53	GR5	B2	bio2	tp2	wrky33	endophytes	tech1	oomycetes	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky33endophytestech1oomycetes
GR5B2bio2tp2wrky33endophytestech2oomycetes	ITS1o_54	GR5	B2	bio2	tp2	wrky33	endophytes	tech2	oomycetes	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky33endophytestech2oomycetes
GR5B2bio2tp2wrky33endophytestech3oomycetes	ITS1o_55	GR5	B2	bio2	tp2	wrky33	endophytes	tech3	oomycetes	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky33endophytestech3oomycetes
GR5B2bio2tp2wrky33endophytestech4oomycetes	ITS1o_56	GR5	B2	bio2	tp2	wrky33	endophytes	tech4	oomycetes	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky33endophytestech4oomycetes
GR5B2bio2tp2wrky40endophytestech1oomycetes	ITS1o_57	GR5	B2	bio2	tp2	wrky40	endophytes	tech1	oomycetes	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky40endophytestech1oomycetes
GR5B2bio2tp2wrky40endophytestech2oomycetes	ITS1o_58	GR5	B2	bio2	tp2	wrky40	endophytes	tech2	oomycetes	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky40endophytestech2oomycetes
GR5B2bio2tp2wrky40endophytestech3oomycetes	ITS1o_59	GR5	B2	bio2	tp2	wrky40	endophytes	tech3	oomycetes	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky40endophytestech3oomycetes
GR5B2bio2tp2wrky40endophytestech4oomycetes	ITS1o_60	GR5	B2	bio2	tp2	wrky40	endophytes	tech4	oomycetes	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky40endophytestech4oomycetes
GR5B2bio2tp2lyk5endophytestech1oomycetes	ITS1o_61	GR5	B2	bio2	tp2	lyk5	endophytes	tech1	oomycetes	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio2	GR5B2bio2tp2lyk5endophytestech1oomycetes
GR5B2bio2tp2lyk5endophytestech2oomycetes	ITS1o_62	GR5	B2	bio2	tp2	lyk5	endophytes	tech2	oomycetes	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio2	GR5B2bio2tp2lyk5endophytestech2oomycetes
GR5B2bio2tp2lyk5endophytestech3oomycetes	ITS1o_63	GR5	B2	bio2	tp2	lyk5	endophytes	tech3	oomycetes	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio2	GR5B2bio2tp2lyk5endophytestech3oomycetes
GR5B2bio2tp2lyk5endophytestech4oomycetes	ITS1o_64	GR5	B2	bio2	tp2	lyk5	endophytes	tech4	oomycetes	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio2	GR5B2bio2tp2lyk5endophytestech4oomycetes
GR5B2bio2tp2bbcendophytestech1oomycetes	ITS1o_65	GR5	B2	bio2	tp2	bbc	endophytes	tech1	oomycetes	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio2	GR5B2bio2tp2bbcendophytestech1oomycetes
GR5B2bio2tp2bbcendophytestech2oomycetes	ITS1o_66	GR5	B2	bio2	tp2	bbc	endophytes	tech2	oomycetes	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio2	GR5B2bio2tp2bbcendophytestech2oomycetes
GR5B2bio2tp2bbcendophytestech3oomycetes	ITS1o_67	GR5	B2	bio2	tp2	bbc	endophytes	tech3	oomycetes	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio2	GR5B2bio2tp2bbcendophytestech3oomycetes
GR5B2bio2tp2bbcendophytestech4oomycetes	ITS1o_68	GR5	B2	bio2	tp2	bbc	endophytes	tech4	oomycetes	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio2	GR5B2bio2tp2bbcendophytestech4oomycetes
GR5B2bio2tp2apex1endophytestech1oomycetes	ITS1o_69	GR5	B2	bio2	tp2	apex1	endophytes	tech1	oomycetes	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex1endophytestech1oomycetes
GR5B2bio2tp2apex1endophytestech2oomycetes	ITS1o_70	GR5	B2	bio2	tp2	apex1	endophytes	tech2	oomycetes	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex1endophytestech2oomycetes
GR5B2bio2tp2apex1endophytestech3oomycetes	ITS1o_71	GR5	B2	bio2	tp2	apex1	endophytes	tech3	oomycetes	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex1endophytestech3oomycetes
GR5B2bio2tp2apex1endophytestech4oomycetes	ITS1o_72	GR5	B2	bio2	tp2	apex1	endophytes	tech4	oomycetes	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex1endophytestech4oomycetes
GR5B2bio2tp2apex2endophytestech1oomycetes	ITS1o_73	GR5	B2	bio2	tp2	apex2	endophytes	tech1	oomycetes	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex2endophytestech1oomycetes
GR5B2bio2tp2apex2endophytestech2oomycetes	ITS1o_74	GR5	B2	bio2	tp2	apex2	endophytes	tech2	oomycetes	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex2endophytestech2oomycetes
GR5B2bio2tp2apex2endophytestech3oomycetes	ITS1o_75	GR5	B2	bio2	tp2	apex2	endophytes	tech3	oomycetes	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex2endophytestech3oomycetes
GR5B2bio2tp2apex2endophytestech4oomycetes	ITS1o_76	GR5	B2	bio2	tp2	apex2	endophytes	tech4	oomycetes	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex2endophytestech4oomycetes
GR5B2bio2tp2apex3endophytestech1oomycetes	ITS1o_77	GR5	B2	bio2	tp2	apex3	endophytes	tech1	oomycetes	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex3endophytestech1oomycetes
GR5B2bio2tp2apex3endophytestech2oomycetes	ITS1o_78	GR5	B2	bio2	tp2	apex3	endophytes	tech2	oomycetes	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex3endophytestech2oomycetes
GR5B2bio2tp2apex3endophytestech3oomycetes	ITS1o_79	GR5	B2	bio2	tp2	apex3	endophytes	tech3	oomycetes	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex3endophytestech3oomycetes
GR5B2bio2tp2apex3endophytestech4oomycetes	ITS1o_80	GR5	B2	bio2	tp2	apex3	endophytes	tech4	oomycetes	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex3endophytestech4oomycetes
GR5B2bio2tp2bri301endophytestech1oomycetes	ITS1o_81	GR5	B2	bio2	tp2	bri301	endophytes	tech1	oomycetes	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio2	GR5B2bio2tp2bri301endophytestech1oomycetes
GR5B2bio2tp2bri301endophytestech2oomycetes	ITS1o_82	GR5	B2	bio2	tp2	bri301	endophytes	tech2	oomycetes	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio2	GR5B2bio2tp2bri301endophytestech2oomycetes
GR5B2bio2tp2bri301endophytestech3oomycetes	ITS1o_83	GR5	B2	bio2	tp2	bri301	endophytes	tech3	oomycetes	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio2	GR5B2bio2tp2bri301endophytestech3oomycetes
GR5B2bio2tp2bri301endophytestech4oomycetes	ITS1o_84	GR5	B2	bio2	tp2	bri301	endophytes	tech4	oomycetes	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio2	GR5B2bio2tp2bri301endophytestech4oomycetes
GR5B2bio2tp235SBRIendophytestech1oomycetes	ITS1o_85	GR5	B2	bio2	tp2	35SBRI	endophytes	tech1	oomycetes	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio2	GR5B2bio2tp235SBRIendophytestech1oomycetes
GR5B2bio2tp235SBRIendophytestech2oomycetes	ITS1o_86	GR5	B2	bio2	tp2	35SBRI	endophytes	tech2	oomycetes	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio2	GR5B2bio2tp235SBRIendophytestech2oomycetes
GR5B2bio2tp235SBRIendophytestech3oomycetes	ITS1o_87	GR5	B2	bio2	tp2	35SBRI	endophytes	tech3	oomycetes	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio2	GR5B2bio2tp235SBRIendophytestech3oomycetes
GR5B2bio2tp235SBRIendophytestech4oomycetes	ITS1o_88	GR5	B2	bio2	tp2	35SBRI	endophytes	tech4	oomycetes	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio2	GR5B2bio2tp235SBRIendophytestech4oomycetes
GR6B2bio3tp1WT_newendoiphytestech1oomycetes	ITS1o_1	GR6	B2	bio3	tp1	WT_new	endoiphytes	tech1	oomycetes	WT_new_endoiphytes	WT_new_tp1	endoiphytes_tp1	WT_new_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1WT_newendoiphytestech1oomycetes
GR6B2bio3tp1WT_newendoiphytestech2oomycetes	ITS1o_2	GR6	B2	bio3	tp1	WT_new	endoiphytes	tech2	oomycetes	WT_new_endoiphytes	WT_new_tp1	endoiphytes_tp1	WT_new_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1WT_newendoiphytestech2oomycetes
GR6B2bio3tp1WT_newendoiphytestech3oomycetes	ITS1o_3	GR6	B2	bio3	tp1	WT_new	endoiphytes	tech3	oomycetes	WT_new_endoiphytes	WT_new_tp1	endoiphytes_tp1	WT_new_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1WT_newendoiphytestech3oomycetes
GR6B2bio3tp1WT_newendoiphytestech4oomycetes	ITS1o_4	GR6	B2	bio3	tp1	WT_new	endoiphytes	tech4	oomycetes	WT_new_endoiphytes	WT_new_tp1	endoiphytes_tp1	WT_new_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1WT_newendoiphytestech4oomycetes
GR6B2bio3tp1wrky33endoiphytestech1oomycetes	ITS1o_5	GR6	B2	bio3	tp1	wrky33	endoiphytes	tech1	oomycetes	wrky33_endoiphytes	wrky33_tp1	endoiphytes_tp1	wrky33_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky33endoiphytestech1oomycetes
GR6B2bio3tp1wrky33endoiphytestech2oomycetes	ITS1o_6	GR6	B2	bio3	tp1	wrky33	endoiphytes	tech2	oomycetes	wrky33_endoiphytes	wrky33_tp1	endoiphytes_tp1	wrky33_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky33endoiphytestech2oomycetes
GR6B2bio3tp1wrky33endoiphytestech3oomycetes	ITS1o_7	GR6	B2	bio3	tp1	wrky33	endoiphytes	tech3	oomycetes	wrky33_endoiphytes	wrky33_tp1	endoiphytes_tp1	wrky33_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky33endoiphytestech3oomycetes
GR6B2bio3tp1wrky33endoiphytestech4oomycetes	ITS1o_8	GR6	B2	bio3	tp1	wrky33	endoiphytes	tech4	oomycetes	wrky33_endoiphytes	wrky33_tp1	endoiphytes_tp1	wrky33_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky33endoiphytestech4oomycetes
GR6B2bio3tp1wrky40endoiphytestech1oomycetes	ITS1o_9	GR6	B2	bio3	tp1	wrky40	endoiphytes	tech1	oomycetes	wrky40_endoiphytes	wrky40_tp1	endoiphytes_tp1	wrky40_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky40endoiphytestech1oomycetes
GR6B2bio3tp1wrky40endoiphytestech2oomycetes	ITS1o_10	GR6	B2	bio3	tp1	wrky40	endoiphytes	tech2	oomycetes	wrky40_endoiphytes	wrky40_tp1	endoiphytes_tp1	wrky40_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky40endoiphytestech2oomycetes
GR6B2bio3tp1wrky40endoiphytestech3oomycetes	ITS1o_11	GR6	B2	bio3	tp1	wrky40	endoiphytes	tech3	oomycetes	wrky40_endoiphytes	wrky40_tp1	endoiphytes_tp1	wrky40_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky40endoiphytestech3oomycetes
GR6B2bio3tp1wrky40endoiphytestech4oomycetes	ITS1o_12	GR6	B2	bio3	tp1	wrky40	endoiphytes	tech4	oomycetes	wrky40_endoiphytes	wrky40_tp1	endoiphytes_tp1	wrky40_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky40endoiphytestech4oomycetes
GR6B2bio3tp1lyk5endoiphytestech1oomycetes	ITS1o_13	GR6	B2	bio3	tp1	lyk5	endoiphytes	tech1	oomycetes	lyk5_endoiphytes	lyk5_tp1	endoiphytes_tp1	lyk5_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1lyk5endoiphytestech1oomycetes
GR6B2bio3tp1lyk5endoiphytestech2oomycetes	ITS1o_14	GR6	B2	bio3	tp1	lyk5	endoiphytes	tech2	oomycetes	lyk5_endoiphytes	lyk5_tp1	endoiphytes_tp1	lyk5_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1lyk5endoiphytestech2oomycetes
GR6B2bio3tp1lyk5endoiphytestech3oomycetes	ITS1o_15	GR6	B2	bio3	tp1	lyk5	endoiphytes	tech3	oomycetes	lyk5_endoiphytes	lyk5_tp1	endoiphytes_tp1	lyk5_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1lyk5endoiphytestech3oomycetes
GR6B2bio3tp1lyk5endoiphytestech4oomycetes	ITS1o_16	GR6	B2	bio3	tp1	lyk5	endoiphytes	tech4	oomycetes	lyk5_endoiphytes	lyk5_tp1	endoiphytes_tp1	lyk5_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1lyk5endoiphytestech4oomycetes
GR6B2bio3tp1bbcendoiphytestech1oomycetes	ITS1o_17	GR6	B2	bio3	tp1	bbc	endoiphytes	tech1	oomycetes	bbc_endoiphytes	bbc_tp1	endoiphytes_tp1	bbc_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bbcendoiphytestech1oomycetes
GR6B2bio3tp1bbcendoiphytestech2oomycetes	ITS1o_18	GR6	B2	bio3	tp1	bbc	endoiphytes	tech2	oomycetes	bbc_endoiphytes	bbc_tp1	endoiphytes_tp1	bbc_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bbcendoiphytestech2oomycetes
GR6B2bio3tp1bbcendoiphytestech3oomycetes	ITS1o_19	GR6	B2	bio3	tp1	bbc	endoiphytes	tech3	oomycetes	bbc_endoiphytes	bbc_tp1	endoiphytes_tp1	bbc_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bbcendoiphytestech3oomycetes
GR6B2bio3tp1bbcendoiphytestech4oomycetes	ITS1o_20	GR6	B2	bio3	tp1	bbc	endoiphytes	tech4	oomycetes	bbc_endoiphytes	bbc_tp1	endoiphytes_tp1	bbc_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bbcendoiphytestech4oomycetes
GR6B2bio3tp1apex1endoiphytestech1oomycetes	ITS1o_21	GR6	B2	bio3	tp1	apex1	endoiphytes	tech1	oomycetes	apex1_endoiphytes	apex1_tp1	endoiphytes_tp1	apex1_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex1endoiphytestech1oomycetes
GR6B2bio3tp1apex1endoiphytestech2oomycetes	ITS1o_22	GR6	B2	bio3	tp1	apex1	endoiphytes	tech2	oomycetes	apex1_endoiphytes	apex1_tp1	endoiphytes_tp1	apex1_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex1endoiphytestech2oomycetes
GR6B2bio3tp1apex1endoiphytestech3oomycetes	ITS1o_23	GR6	B2	bio3	tp1	apex1	endoiphytes	tech3	oomycetes	apex1_endoiphytes	apex1_tp1	endoiphytes_tp1	apex1_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex1endoiphytestech3oomycetes
GR6B2bio3tp1apex1endoiphytestech4oomycetes	ITS1o_24	GR6	B2	bio3	tp1	apex1	endoiphytes	tech4	oomycetes	apex1_endoiphytes	apex1_tp1	endoiphytes_tp1	apex1_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex1endoiphytestech4oomycetes
GR6B2bio3tp1apex2endoiphytestech1oomycetes	ITS1o_25	GR6	B2	bio3	tp1	apex2	endoiphytes	tech1	oomycetes	apex2_endoiphytes	apex2_tp1	endoiphytes_tp1	apex2_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex2endoiphytestech1oomycetes
GR6B2bio3tp1apex2endoiphytestech2oomycetes	ITS1o_26	GR6	B2	bio3	tp1	apex2	endoiphytes	tech2	oomycetes	apex2_endoiphytes	apex2_tp1	endoiphytes_tp1	apex2_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex2endoiphytestech2oomycetes
GR6B2bio3tp1apex2endoiphytestech3oomycetes	ITS1o_27	GR6	B2	bio3	tp1	apex2	endoiphytes	tech3	oomycetes	apex2_endoiphytes	apex2_tp1	endoiphytes_tp1	apex2_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex2endoiphytestech3oomycetes
GR6B2bio3tp1apex2endoiphytestech4oomycetes	ITS1o_28	GR6	B2	bio3	tp1	apex2	endoiphytes	tech4	oomycetes	apex2_endoiphytes	apex2_tp1	endoiphytes_tp1	apex2_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex2endoiphytestech4oomycetes
GR6B2bio3tp1apex3endoiphytestech1oomycetes	ITS1o_29	GR6	B2	bio3	tp1	apex3	endoiphytes	tech1	oomycetes	apex3_endoiphytes	apex3_tp1	endoiphytes_tp1	apex3_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex3endoiphytestech1oomycetes
GR6B2bio3tp1apex3endoiphytestech2oomycetes	ITS1o_30	GR6	B2	bio3	tp1	apex3	endoiphytes	tech2	oomycetes	apex3_endoiphytes	apex3_tp1	endoiphytes_tp1	apex3_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex3endoiphytestech2oomycetes
GR6B2bio3tp1apex3endoiphytestech3oomycetes	ITS1o_31	GR6	B2	bio3	tp1	apex3	endoiphytes	tech3	oomycetes	apex3_endoiphytes	apex3_tp1	endoiphytes_tp1	apex3_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex3endoiphytestech3oomycetes
GR6B2bio3tp1apex3endoiphytestech4oomycetes	ITS1o_32	GR6	B2	bio3	tp1	apex3	endoiphytes	tech4	oomycetes	apex3_endoiphytes	apex3_tp1	endoiphytes_tp1	apex3_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex3endoiphytestech4oomycetes
GR6B2bio3tp1bri301endoiphytestech1oomycetes	ITS1o_33	GR6	B2	bio3	tp1	bri301	endoiphytes	tech1	oomycetes	bri301_endoiphytes	bri301_tp1	endoiphytes_tp1	bri301_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bri301endoiphytestech1oomycetes
GR6B2bio3tp1bri301endoiphytestech2oomycetes	ITS1o_34	GR6	B2	bio3	tp1	bri301	endoiphytes	tech2	oomycetes	bri301_endoiphytes	bri301_tp1	endoiphytes_tp1	bri301_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bri301endoiphytestech2oomycetes
GR6B2bio3tp1bri301endoiphytestech3oomycetes	ITS1o_35	GR6	B2	bio3	tp1	bri301	endoiphytes	tech3	oomycetes	bri301_endoiphytes	bri301_tp1	endoiphytes_tp1	bri301_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bri301endoiphytestech3oomycetes
GR6B2bio3tp1bri301endoiphytestech4oomycetes	ITS1o_36	GR6	B2	bio3	tp1	bri301	endoiphytes	tech4	oomycetes	bri301_endoiphytes	bri301_tp1	endoiphytes_tp1	bri301_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bri301endoiphytestech4oomycetes
GR6B2bio3tp135SBRIendoiphytestech1oomycetes	ITS1o_37	GR6	B2	bio3	tp1	35SBRI	endoiphytes	tech1	oomycetes	35SBRI_endoiphytes	35SBRI_tp1	endoiphytes_tp1	35SBRI_endoiphytes_tp1	B2_bio3	GR6B2bio3tp135SBRIendoiphytestech1oomycetes
GR6B2bio3tp135SBRIendoiphytestech2oomycetes	ITS1o_38	GR6	B2	bio3	tp1	35SBRI	endoiphytes	tech2	oomycetes	35SBRI_endoiphytes	35SBRI_tp1	endoiphytes_tp1	35SBRI_endoiphytes_tp1	B2_bio3	GR6B2bio3tp135SBRIendoiphytestech2oomycetes
GR6B2bio3tp135SBRIendoiphytestech3oomycetes	ITS1o_39	GR6	B2	bio3	tp1	35SBRI	endoiphytes	tech3	oomycetes	35SBRI_endoiphytes	35SBRI_tp1	endoiphytes_tp1	35SBRI_endoiphytes_tp1	B2_bio3	GR6B2bio3tp135SBRIendoiphytestech3oomycetes
GR6B2bio3tp135SBRIendoiphytestech4oomycetes	ITS1o_40	GR6	B2	bio3	tp1	35SBRI	endoiphytes	tech4	oomycetes	35SBRI_endoiphytes	35SBRI_tp1	endoiphytes_tp1	35SBRI_endoiphytes_tp1	B2_bio3	GR6B2bio3tp135SBRIendoiphytestech4oomycetes
GR6B2bio3tp2WT_newendoiphytestech1oomycetes	ITS1o_49	GR6	B2	bio3	tp2	WT_new	endoiphytes	tech1	oomycetes	WT_new_endoiphytes	WT_new_tp2	endoiphytes_tp2	WT_new_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2WT_newendoiphytestech1oomycetes
GR6B2bio3tp2WT_newendoiphytestech2oomycetes	ITS1o_50	GR6	B2	bio3	tp2	WT_new	endoiphytes	tech2	oomycetes	WT_new_endoiphytes	WT_new_tp2	endoiphytes_tp2	WT_new_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2WT_newendoiphytestech2oomycetes
GR6B2bio3tp2WT_newendoiphytestech3oomycetes	ITS1o_51	GR6	B2	bio3	tp2	WT_new	endoiphytes	tech3	oomycetes	WT_new_endoiphytes	WT_new_tp2	endoiphytes_tp2	WT_new_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2WT_newendoiphytestech3oomycetes
GR6B2bio3tp2WT_newendoiphytestech4oomycetes	ITS1o_52	GR6	B2	bio3	tp2	WT_new	endoiphytes	tech4	oomycetes	WT_new_endoiphytes	WT_new_tp2	endoiphytes_tp2	WT_new_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2WT_newendoiphytestech4oomycetes
GR6B2bio3tp2wrky33endoiphytestech1oomycetes	ITS1o_53	GR6	B2	bio3	tp2	wrky33	endoiphytes	tech1	oomycetes	wrky33_endoiphytes	wrky33_tp2	endoiphytes_tp2	wrky33_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky33endoiphytestech1oomycetes
GR6B2bio3tp2wrky33endoiphytestech2oomycetes	ITS1o_54	GR6	B2	bio3	tp2	wrky33	endoiphytes	tech2	oomycetes	wrky33_endoiphytes	wrky33_tp2	endoiphytes_tp2	wrky33_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky33endoiphytestech2oomycetes
GR6B2bio3tp2wrky33endoiphytestech3oomycetes	ITS1o_55	GR6	B2	bio3	tp2	wrky33	endoiphytes	tech3	oomycetes	wrky33_endoiphytes	wrky33_tp2	endoiphytes_tp2	wrky33_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky33endoiphytestech3oomycetes
GR6B2bio3tp2wrky33endoiphytestech4oomycetes	ITS1o_56	GR6	B2	bio3	tp2	wrky33	endoiphytes	tech4	oomycetes	wrky33_endoiphytes	wrky33_tp2	endoiphytes_tp2	wrky33_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky33endoiphytestech4oomycetes
