barcode_name	library	experiment	biological	time_point	genotype	compartment	technical	library_type	genotype_compartment	genotype_time_point	compartment_time_point	genotype_compartment_time_point	experiment_biological	Description
GR4B2bio1tp1apex3endophytestech1fungi	ITS1_29	GR4	B2	bio1	tp1	apex3	endophytes	tech1	fungi	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex3endophytestech1fungi
GR4B2bio1tp1apex3endophytestech2fungi	ITS1_30	GR4	B2	bio1	tp1	apex3	endophytes	tech2	fungi	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex3endophytestech2fungi
GR4B2bio1tp1apex3endophytestech3fungi	ITS1_31	GR4	B2	bio1	tp1	apex3	endophytes	tech3	fungi	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex3endophytestech3fungi
GR4B2bio1tp1apex3endophytestech4fungi	ITS1_32	GR4	B2	bio1	tp1	apex3	endophytes	tech4	fungi	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex3endophytestech4fungi
GR4B2bio1tp1bri301endophytestech1fungi	ITS1_33	GR4	B2	bio1	tp1	bri301	endophytes	tech1	fungi	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio1	GR4B2bio1tp1bri301endophytestech1fungi
GR4B2bio1tp1bri301endophytestech2fungi	ITS1_34	GR4	B2	bio1	tp1	bri301	endophytes	tech2	fungi	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio1	GR4B2bio1tp1bri301endophytestech2fungi
GR4B2bio1tp1bri301endophytestech3fungi	ITS1_35	GR4	B2	bio1	tp1	bri301	endophytes	tech3	fungi	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio1	GR4B2bio1tp1bri301endophytestech3fungi
GR4B2bio1tp1bri301endophytestech4fungi	ITS1_36	GR4	B2	bio1	tp1	bri301	endophytes	tech4	fungi	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio1	GR4B2bio1tp1bri301endophytestech4fungi
GR4B2bio1tp135SBRIendophytestech1fungi	ITS1_37	GR4	B2	bio1	tp1	35SBRI	endophytes	tech1	fungi	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio1	GR4B2bio1tp135SBRIendophytestech1fungi
GR4B2bio1tp135SBRIendophytestech2fungi	ITS1_38	GR4	B2	bio1	tp1	35SBRI	endophytes	tech2	fungi	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio1	GR4B2bio1tp135SBRIendophytestech2fungi
GR4B2bio1tp135SBRIendophytestech3fungi	ITS1_39	GR4	B2	bio1	tp1	35SBRI	endophytes	tech3	fungi	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio1	GR4B2bio1tp135SBRIendophytestech3fungi
GR4B2bio1tp135SBRIendophytestech4fungi	ITS1_40	GR4	B2	bio1	tp1	35SBRI	endophytes	tech4	fungi	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio1	GR4B2bio1tp135SBRIendophytestech4fungi
GR4B2bio2tp1WT_newendophytestech1fungi	ITS1_49	GR4	B2	bio2	tp1	WT_new	endophytes	tech1	fungi	WT_new_endophytes	WT_new_tp1	endophytes_tp1	WT_new_endophytes_tp1	B2_bio2	GR4B2bio2tp1WT_newendophytestech1fungi
GR4B2bio2tp1WT_newendophytestech2fungi	ITS1_50	GR4	B2	bio2	tp1	WT_new	endophytes	tech2	fungi	WT_new_endophytes	WT_new_tp1	endophytes_tp1	WT_new_endophytes_tp1	B2_bio2	GR4B2bio2tp1WT_newendophytestech2fungi
GR4B2bio2tp1WT_newendophytestech3fungi	ITS1_51	GR4	B2	bio2	tp1	WT_new	endophytes	tech3	fungi	WT_new_endophytes	WT_new_tp1	endophytes_tp1	WT_new_endophytes_tp1	B2_bio2	GR4B2bio2tp1WT_newendophytestech3fungi
GR4B2bio2tp1WT_newendophytestech4fungi	ITS1_52	GR4	B2	bio2	tp1	WT_new	endophytes	tech4	fungi	WT_new_endophytes	WT_new_tp1	endophytes_tp1	WT_new_endophytes_tp1	B2_bio2	GR4B2bio2tp1WT_newendophytestech4fungi
GR4B2bio2tp1wrky33endophytestech1fungi	ITS1_53	GR4	B2	bio2	tp1	wrky33	endophytes	tech1	fungi	wrky33_endophytes	wrky33_tp1	endophytes_tp1	wrky33_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky33endophytestech1fungi
GR4B2bio2tp1wrky33endophytestech2fungi	ITS1_54	GR4	B2	bio2	tp1	wrky33	endophytes	tech2	fungi	wrky33_endophytes	wrky33_tp1	endophytes_tp1	wrky33_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky33endophytestech2fungi
GR4B2bio2tp1wrky33endophytestech3fungi	ITS1_55	GR4	B2	bio2	tp1	wrky33	endophytes	tech3	fungi	wrky33_endophytes	wrky33_tp1	endophytes_tp1	wrky33_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky33endophytestech3fungi
GR4B2bio2tp1wrky33endophytestech4fungi	ITS1_56	GR4	B2	bio2	tp1	wrky33	endophytes	tech4	fungi	wrky33_endophytes	wrky33_tp1	endophytes_tp1	wrky33_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky33endophytestech4fungi
GR4B2bio2tp1wrky40endophytestech1fungi	ITS1_57	GR4	B2	bio2	tp1	wrky40	endophytes	tech1	fungi	wrky40_endophytes	wrky40_tp1	endophytes_tp1	wrky40_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky40endophytestech1fungi
GR4B2bio2tp1wrky40endophytestech2fungi	ITS1_58	GR4	B2	bio2	tp1	wrky40	endophytes	tech2	fungi	wrky40_endophytes	wrky40_tp1	endophytes_tp1	wrky40_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky40endophytestech2fungi
GR4B2bio2tp1wrky40endophytestech3fungi	ITS1_59	GR4	B2	bio2	tp1	wrky40	endophytes	tech3	fungi	wrky40_endophytes	wrky40_tp1	endophytes_tp1	wrky40_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky40endophytestech3fungi
GR4B2bio2tp1wrky40endophytestech4fungi	ITS1_60	GR4	B2	bio2	tp1	wrky40	endophytes	tech4	fungi	wrky40_endophytes	wrky40_tp1	endophytes_tp1	wrky40_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky40endophytestech4fungi
GR4B2bio2tp1lyk5endophytestech1fungi	ITS1_61	GR4	B2	bio2	tp1	lyk5	endophytes	tech1	fungi	lyk5_endophytes	lyk5_tp1	endophytes_tp1	lyk5_endophytes_tp1	B2_bio2	GR4B2bio2tp1lyk5endophytestech1fungi
GR4B2bio2tp1lyk5endophytestech2fungi	ITS1_62	GR4	B2	bio2	tp1	lyk5	endophytes	tech2	fungi	lyk5_endophytes	lyk5_tp1	endophytes_tp1	lyk5_endophytes_tp1	B2_bio2	GR4B2bio2tp1lyk5endophytestech2fungi
GR4B2bio2tp1lyk5endophytestech3fungi	ITS1_63	GR4	B2	bio2	tp1	lyk5	endophytes	tech3	fungi	lyk5_endophytes	lyk5_tp1	endophytes_tp1	lyk5_endophytes_tp1	B2_bio2	GR4B2bio2tp1lyk5endophytestech3fungi
GR4B2bio2tp1lyk5endophytestech4fungi	ITS1_64	GR4	B2	bio2	tp1	lyk5	endophytes	tech4	fungi	lyk5_endophytes	lyk5_tp1	endophytes_tp1	lyk5_endophytes_tp1	B2_bio2	GR4B2bio2tp1lyk5endophytestech4fungi
GR4B2bio2tp1bbcendophytestech1fungi	ITS1_65	GR4	B2	bio2	tp1	bbc	endophytes	tech1	fungi	bbc_endophytes	bbc_tp1	endophytes_tp1	bbc_endophytes_tp1	B2_bio2	GR4B2bio2tp1bbcendophytestech1fungi
GR4B2bio2tp1bbcendophytestech2fungi	ITS1_66	GR4	B2	bio2	tp1	bbc	endophytes	tech2	fungi	bbc_endophytes	bbc_tp1	endophytes_tp1	bbc_endophytes_tp1	B2_bio2	GR4B2bio2tp1bbcendophytestech2fungi
GR4B2bio2tp1bbcendophytestech3fungi	ITS1_67	GR4	B2	bio2	tp1	bbc	endophytes	tech3	fungi	bbc_endophytes	bbc_tp1	endophytes_tp1	bbc_endophytes_tp1	B2_bio2	GR4B2bio2tp1bbcendophytestech3fungi
GR4B2bio2tp1bbcendophytestech4fungi	ITS1_68	GR4	B2	bio2	tp1	bbc	endophytes	tech4	fungi	bbc_endophytes	bbc_tp1	endophytes_tp1	bbc_endophytes_tp1	B2_bio2	GR4B2bio2tp1bbcendophytestech4fungi
GR4B2bio2tp1apex1endophytestech1fungi	ITS1_69	GR4	B2	bio2	tp1	apex1	endophytes	tech1	fungi	apex1_endophytes	apex1_tp1	endophytes_tp1	apex1_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex1endophytestech1fungi
GR4B2bio2tp1apex1endophytestech2fungi	ITS1_70	GR4	B2	bio2	tp1	apex1	endophytes	tech2	fungi	apex1_endophytes	apex1_tp1	endophytes_tp1	apex1_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex1endophytestech2fungi
GR4B2bio2tp1apex1endophytestech3fungi	ITS1_71	GR4	B2	bio2	tp1	apex1	endophytes	tech3	fungi	apex1_endophytes	apex1_tp1	endophytes_tp1	apex1_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex1endophytestech3fungi
GR4B2bio2tp1apex1endophytestech4fungi	ITS1_72	GR4	B2	bio2	tp1	apex1	endophytes	tech4	fungi	apex1_endophytes	apex1_tp1	endophytes_tp1	apex1_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex1endophytestech4fungi
GR4B2bio2tp1apex2endophytestech1fungi	ITS1_73	GR4	B2	bio2	tp1	apex2	endophytes	tech1	fungi	apex2_endophytes	apex2_tp1	endophytes_tp1	apex2_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex2endophytestech1fungi
GR4B2bio2tp1apex2endophytestech2fungi	ITS1_74	GR4	B2	bio2	tp1	apex2	endophytes	tech2	fungi	apex2_endophytes	apex2_tp1	endophytes_tp1	apex2_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex2endophytestech2fungi
GR4B2bio2tp1apex2endophytestech3fungi	ITS1_75	GR4	B2	bio2	tp1	apex2	endophytes	tech3	fungi	apex2_endophytes	apex2_tp1	endophytes_tp1	apex2_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex2endophytestech3fungi
GR4B2bio2tp1apex2endophytestech4fungi	ITS1_76	GR4	B2	bio2	tp1	apex2	endophytes	tech4	fungi	apex2_endophytes	apex2_tp1	endophytes_tp1	apex2_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex2endophytestech4fungi
GR4B2bio2tp1apex3endophytestech1fungi	ITS1_77	GR4	B2	bio2	tp1	apex3	endophytes	tech1	fungi	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex3endophytestech1fungi
GR4B2bio2tp1apex3endophytestech2fungi	ITS1_78	GR4	B2	bio2	tp1	apex3	endophytes	tech2	fungi	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex3endophytestech2fungi
GR4B2bio2tp1apex3endophytestech3fungi	ITS1_79	GR4	B2	bio2	tp1	apex3	endophytes	tech3	fungi	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex3endophytestech3fungi
GR4B2bio2tp1apex3endophytestech4fungi	ITS1_80	GR4	B2	bio2	tp1	apex3	endophytes	tech4	fungi	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex3endophytestech4fungi
GR4B2bio2tp1bri301endophytestech1fungi	ITS1_81	GR4	B2	bio2	tp1	bri301	endophytes	tech1	fungi	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio2	GR4B2bio2tp1bri301endophytestech1fungi
GR4B2bio2tp1bri301endophytestech2fungi	ITS1_82	GR4	B2	bio2	tp1	bri301	endophytes	tech2	fungi	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio2	GR4B2bio2tp1bri301endophytestech2fungi
GR4B2bio2tp1bri301endophytestech3fungi	ITS1_83	GR4	B2	bio2	tp1	bri301	endophytes	tech3	fungi	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio2	GR4B2bio2tp1bri301endophytestech3fungi
GR4B2bio2tp1bri301endophytestech4fungi	ITS1_84	GR4	B2	bio2	tp1	bri301	endophytes	tech4	fungi	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio2	GR4B2bio2tp1bri301endophytestech4fungi
GR4B2bio2tp135SBRIendophytestech1fungi	ITS1_85	GR4	B2	bio2	tp1	35SBRI	endophytes	tech1	fungi	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio2	GR4B2bio2tp135SBRIendophytestech1fungi
GR4B2bio2tp135SBRIendophytestech2fungi	ITS1_86	GR4	B2	bio2	tp1	35SBRI	endophytes	tech2	fungi	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio2	GR4B2bio2tp135SBRIendophytestech2fungi
GR4B2bio2tp135SBRIendophytestech3fungi	ITS1_87	GR4	B2	bio2	tp1	35SBRI	endophytes	tech3	fungi	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio2	GR4B2bio2tp135SBRIendophytestech3fungi
GR4B2bio2tp135SBRIendophytestech4fungi	ITS1_88	GR4	B2	bio2	tp1	35SBRI	endophytes	tech4	fungi	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio2	GR4B2bio2tp135SBRIendophytestech4fungi
GR5B2bio1tp2WT_newendophytestech1fungi	ITS1_1	GR5	B2	bio1	tp2	WT_new	endophytes	tech1	fungi	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio1	GR5B2bio1tp2WT_newendophytestech1fungi
GR5B2bio1tp2WT_newendophytestech2fungi	ITS1_2	GR5	B2	bio1	tp2	WT_new	endophytes	tech2	fungi	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio1	GR5B2bio1tp2WT_newendophytestech2fungi
GR5B2bio1tp2WT_newendophytestech3fungi	ITS1_3	GR5	B2	bio1	tp2	WT_new	endophytes	tech3	fungi	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio1	GR5B2bio1tp2WT_newendophytestech3fungi
GR5B2bio1tp2WT_newendophytestech4fungi	ITS1_4	GR5	B2	bio1	tp2	WT_new	endophytes	tech4	fungi	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio1	GR5B2bio1tp2WT_newendophytestech4fungi
GR5B2bio1tp2wrky33endophytestech1fungi	ITS1_5	GR5	B2	bio1	tp2	wrky33	endophytes	tech1	fungi	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky33endophytestech1fungi
GR5B2bio1tp2wrky33endophytestech2fungi	ITS1_6	GR5	B2	bio1	tp2	wrky33	endophytes	tech2	fungi	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky33endophytestech2fungi
GR5B2bio1tp2wrky33endophytestech3fungi	ITS1_7	GR5	B2	bio1	tp2	wrky33	endophytes	tech3	fungi	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky33endophytestech3fungi
GR5B2bio1tp2wrky33endophytestech4fungi	ITS1_8	GR5	B2	bio1	tp2	wrky33	endophytes	tech4	fungi	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky33endophytestech4fungi
GR5B2bio1tp2wrky40endophytestech1fungi	ITS1_9	GR5	B2	bio1	tp2	wrky40	endophytes	tech1	fungi	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky40endophytestech1fungi
GR5B2bio1tp2wrky40endophytestech2fungi	ITS1_10	GR5	B2	bio1	tp2	wrky40	endophytes	tech2	fungi	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky40endophytestech2fungi
GR5B2bio1tp2wrky40endophytestech3fungi	ITS1_11	GR5	B2	bio1	tp2	wrky40	endophytes	tech3	fungi	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky40endophytestech3fungi
GR5B2bio1tp2wrky40endophytestech4fungi	ITS1_12	GR5	B2	bio1	tp2	wrky40	endophytes	tech4	fungi	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky40endophytestech4fungi
GR5B2bio1tp2lyk5endophytestech1fungi	ITS1_13	GR5	B2	bio1	tp2	lyk5	endophytes	tech1	fungi	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio1	GR5B2bio1tp2lyk5endophytestech1fungi
GR5B2bio1tp2lyk5endophytestech2fungi	ITS1_14	GR5	B2	bio1	tp2	lyk5	endophytes	tech2	fungi	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio1	GR5B2bio1tp2lyk5endophytestech2fungi
GR5B2bio1tp2lyk5endophytestech3fungi	ITS1_15	GR5	B2	bio1	tp2	lyk5	endophytes	tech3	fungi	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio1	GR5B2bio1tp2lyk5endophytestech3fungi
GR5B2bio1tp2lyk5endophytestech4fungi	ITS1_16	GR5	B2	bio1	tp2	lyk5	endophytes	tech4	fungi	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio1	GR5B2bio1tp2lyk5endophytestech4fungi
GR5B2bio1tp2bbcendophytestech1fungi	ITS1_17	GR5	B2	bio1	tp2	bbc	endophytes	tech1	fungi	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio1	GR5B2bio1tp2bbcendophytestech1fungi
GR5B2bio1tp2bbcendophytestech2fungi	ITS1_18	GR5	B2	bio1	tp2	bbc	endophytes	tech2	fungi	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio1	GR5B2bio1tp2bbcendophytestech2fungi
GR5B2bio1tp2bbcendophytestech3fungi	ITS1_19	GR5	B2	bio1	tp2	bbc	endophytes	tech3	fungi	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio1	GR5B2bio1tp2bbcendophytestech3fungi
GR5B2bio1tp2bbcendophytestech4fungi	ITS1_20	GR5	B2	bio1	tp2	bbc	endophytes	tech4	fungi	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio1	GR5B2bio1tp2bbcendophytestech4fungi
GR5B2bio1tp2apex1endophytestech1fungi	ITS1_21	GR5	B2	bio1	tp2	apex1	endophytes	tech1	fungi	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex1endophytestech1fungi
GR5B2bio1tp2apex1endophytestech2fungi	ITS1_22	GR5	B2	bio1	tp2	apex1	endophytes	tech2	fungi	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex1endophytestech2fungi
GR5B2bio1tp2apex1endophytestech3fungi	ITS1_23	GR5	B2	bio1	tp2	apex1	endophytes	tech3	fungi	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex1endophytestech3fungi
GR5B2bio1tp2apex1endophytestech4fungi	ITS1_24	GR5	B2	bio1	tp2	apex1	endophytes	tech4	fungi	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex1endophytestech4fungi
GR5B2bio1tp2apex2endophytestech1fungi	ITS1_25	GR5	B2	bio1	tp2	apex2	endophytes	tech1	fungi	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex2endophytestech1fungi
GR5B2bio1tp2apex2endophytestech2fungi	ITS1_26	GR5	B2	bio1	tp2	apex2	endophytes	tech2	fungi	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex2endophytestech2fungi
GR5B2bio1tp2apex2endophytestech3fungi	ITS1_27	GR5	B2	bio1	tp2	apex2	endophytes	tech3	fungi	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex2endophytestech3fungi
GR5B2bio1tp2apex2endophytestech4fungi	ITS1_28	GR5	B2	bio1	tp2	apex2	endophytes	tech4	fungi	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex2endophytestech4fungi
GR5B2bio1tp2apex3endophytestech1fungi	ITS1_29	GR5	B2	bio1	tp2	apex3	endophytes	tech1	fungi	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex3endophytestech1fungi
GR5B2bio1tp2apex3endophytestech2fungi	ITS1_30	GR5	B2	bio1	tp2	apex3	endophytes	tech2	fungi	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex3endophytestech2fungi
GR5B2bio1tp2apex3endophytestech3fungi	ITS1_31	GR5	B2	bio1	tp2	apex3	endophytes	tech3	fungi	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex3endophytestech3fungi
GR5B2bio1tp2apex3endophytestech4fungi	ITS1_32	GR5	B2	bio1	tp2	apex3	endophytes	tech4	fungi	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex3endophytestech4fungi
GR5B2bio1tp2bri301endophytestech1fungi	ITS1_33	GR5	B2	bio1	tp2	bri301	endophytes	tech1	fungi	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio1	GR5B2bio1tp2bri301endophytestech1fungi
GR5B2bio1tp2bri301endophytestech2fungi	ITS1_34	GR5	B2	bio1	tp2	bri301	endophytes	tech2	fungi	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio1	GR5B2bio1tp2bri301endophytestech2fungi
GR5B2bio1tp2bri301endophytestech3fungi	ITS1_35	GR5	B2	bio1	tp2	bri301	endophytes	tech3	fungi	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio1	GR5B2bio1tp2bri301endophytestech3fungi
GR5B2bio1tp2bri301endophytestech4fungi	ITS1_36	GR5	B2	bio1	tp2	bri301	endophytes	tech4	fungi	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio1	GR5B2bio1tp2bri301endophytestech4fungi
GR5B2bio1tp235SBRIendophytestech1fungi	ITS1_37	GR5	B2	bio1	tp2	35SBRI	endophytes	tech1	fungi	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio1	GR5B2bio1tp235SBRIendophytestech1fungi
GR5B2bio1tp235SBRIendophytestech2fungi	ITS1_38	GR5	B2	bio1	tp2	35SBRI	endophytes	tech2	fungi	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio1	GR5B2bio1tp235SBRIendophytestech2fungi
GR5B2bio1tp235SBRIendophytestech3fungi	ITS1_39	GR5	B2	bio1	tp2	35SBRI	endophytes	tech3	fungi	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio1	GR5B2bio1tp235SBRIendophytestech3fungi
GR5B2bio1tp235SBRIendophytestech4fungi	ITS1_40	GR5	B2	bio1	tp2	35SBRI	endophytes	tech4	fungi	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio1	GR5B2bio1tp235SBRIendophytestech4fungi
GR5B2bio2tp2WT_newendophytestech1fungi	ITS1_49	GR5	B2	bio2	tp2	WT_new	endophytes	tech1	fungi	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio2	GR5B2bio2tp2WT_newendophytestech1fungi
GR5B2bio2tp2WT_newendophytestech2fungi	ITS1_50	GR5	B2	bio2	tp2	WT_new	endophytes	tech2	fungi	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio2	GR5B2bio2tp2WT_newendophytestech2fungi
GR5B2bio2tp2WT_newendophytestech3fungi	ITS1_51	GR5	B2	bio2	tp2	WT_new	endophytes	tech3	fungi	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio2	GR5B2bio2tp2WT_newendophytestech3fungi
GR5B2bio2tp2WT_newendophytestech4fungi	ITS1_52	GR5	B2	bio2	tp2	WT_new	endophytes	tech4	fungi	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio2	GR5B2bio2tp2WT_newendophytestech4fungi
GR5B2bio2tp2wrky33endophytestech1fungi	ITS1_53	GR5	B2	bio2	tp2	wrky33	endophytes	tech1	fungi	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky33endophytestech1fungi
GR5B2bio2tp2wrky33endophytestech2fungi	ITS1_54	GR5	B2	bio2	tp2	wrky33	endophytes	tech2	fungi	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky33endophytestech2fungi
GR5B2bio2tp2wrky33endophytestech3fungi	ITS1_55	GR5	B2	bio2	tp2	wrky33	endophytes	tech3	fungi	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky33endophytestech3fungi
GR5B2bio2tp2wrky33endophytestech4fungi	ITS1_56	GR5	B2	bio2	tp2	wrky33	endophytes	tech4	fungi	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky33endophytestech4fungi
GR5B2bio2tp2wrky40endophytestech1fungi	ITS1_57	GR5	B2	bio2	tp2	wrky40	endophytes	tech1	fungi	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky40endophytestech1fungi
